"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"1708","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 23:09:25","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1709","RT @Androidheadline: Deal: Samsung Galaxy S8+, Qi Wireless Charger &amp; $100 Amazon GC for $725  12/7/17
 ","2017-12-10 23:04:19","TRUE","2","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1710","Mattis Samsung Galaxy phone cases are now available at  ","2017-12-10 23:02:08","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1711","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 23:01:09","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1712","Deal: Samsung Galaxy S8+, Qi Wireless Charger &amp; $100 Amazon GC for $725  12/7/17
 ","2017-12-10 23:00:03","FALSE","2","2","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1713","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 22:56:18","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1714","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 22:55:47","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1715","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 22:47:24","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1716","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 22:42:01","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1717","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 22:37:01","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1718","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 22:29:31","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1719","KSV acquires the Samsung Galaxy League of Legends esports team  ","2017-12-10 22:23:36","FALSE","1","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1720","Samsung Galaxy S9 Image Leak Suggests Single Rear Camera  ","2017-12-10 22:06:10","FALSE","0","0","-1","Samsung Galaxy","Los Angeles","USA",TRUE
"1721","RT @cuzin_logic: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 22:00:01","TRUE","125","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1722","Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy!  ","2017-12-10 21:51:39","FALSE","125","23","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1723","technews Samsung Galaxy S9 Image Leak Suggests Single Rear Camera - Android Headlines - Android Headlines Samsung  ","2017-12-10 21:45:39","FALSE","0","0","-1","Samsung Galaxy","Los Angeles","USA",FALSE
"1724","Samsung Galaxy S9 Image Leak Suggests Single Rear Camera - +GENERAL PHYSICS LABORATORY ...  ","2017-12-10 21:41:32","FALSE","0","0","-1","Samsung Galaxy","Los Angeles","USA",FALSE
"1725","Samsung Galaxy S9: Two New Confirmed Details That Bring An Edge To S9  ","2017-12-10 21:40:02","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1726","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-10 21:24:21","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",FALSE
"1727","RT @Androidheadline: Samsung Galaxy S9 Image Leak Suggests Single Rear Camera  ","2017-12-10 21:10:35","TRUE","4","0","-1","Samsung Galaxy","Los Angeles","USA",TRUE
"1728","Samsung Galaxy S9 Image Leak Suggests Single Rear Camera  ","2017-12-10 21:09:11","FALSE","4","5","-1","Samsung Galaxy","Los Angeles","USA",TRUE
"1729","Samsung Galaxy CPR (702) 457-4000 5241 W Charleston Blvd, 89146  ","2017-12-10 21:00:11","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1730","Ik vind een @YouTube-video leuk:  ","2017-12-10 20:55:39","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1731","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-10 20:50:08","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1732","Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy  ","2017-12-10 20:43:46","FALSE","48","9","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1733","Popular on Best Buy at 9 : Samsung - Galaxy S8 64GB - Midnight Black (Verizon)  ","2017-12-10 20:01:21","FALSE","0","0","2","Samsung Galaxy","Los Angeles","USA",FALSE
"1734","RT @24k: Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy  ","2017-12-10 19:54:17","TRUE","1","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1735","Upgrade your phone for half the cost. 

Samsung Galaxy S8 64GB Verizon:   ","2017-12-10 19:45:06","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1736","Upgrade your phone for half the cost. 

Samsung Galaxy S8  64GB Verizon:  ","2017-12-10 19:37:03","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1737","RT @teslanomicsco: The TRUE COST of a Samsung Galaxy S8  ","2017-12-10 18:43:45","TRUE","1","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1738","The TRUE COST of a Samsung Galaxy S8  ","2017-12-10 18:22:01","FALSE","1","12","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1739","Onite 32G Black CoolFlash 2 in 1 OTG Micro USB Flash Drive Disk for Samsung Galaxy S7 S6 S5 S4 S3 ...  ","2017-12-10 18:21:52","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1740","Samsung Galaxy S9 release date DELAYED: Flagship phone could be further away than thought  ","2017-12-10 18:18:06","FALSE","0","0","-1","Samsung Galaxy","Los Angeles","USA",FALSE
"1741","Great meeting you last night @MargotRobbie &amp; thank you for the photo opp. 
Make sure to get a Samsung Galaxy phone  ","2017-12-10 16:40:27","FALSE","0","2","2","Samsung Galaxy","Los Angeles","USA",FALSE
"1742","Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy  ","2017-12-10 16:33:00","FALSE","0","1","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1743","Samsung Galaxy S8 gets refreshed design as Android 8.0 Oreo update release nears.  ","2017-12-10 16:31:03","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1744","Samsung Galaxy deals are here! Save $300 now on a Note8, S8 or S8+ with qualified activation @BestBuy  ","2017-12-10 15:11:40","FALSE","1","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1745","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-10 14:44:24","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1746","Samsung Galaxy S8 gets refreshed design as Android 8.0 Oreo update release nears - +GENERAL PHYSICS ...  ","2017-12-10 14:36:46","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1747","Samsung Galaxy S8 Review AT&amp;T  ","2017-12-10 14:27:10","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1748","Samsung Galaxy S8 gets refreshed design as Android 8.0 Oreo update release nears - +GENERAL PHYSICS ...  ","2017-12-10 13:13:15","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1749","Samsung Galaxy S8 gets refreshed design as Android 8.0 Oreo update release nears -  ","2017-12-10 12:50:09","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1750"," ","2017-12-10 12:17:31","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1751"," ","2017-12-10 12:17:25","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1752"," ","2017-12-10 11:13:37","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1753","Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-10 10:27:08","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1754","Samsung Galaxy S8 gets refreshed design as Android 8.0 Oreo update release nears - +GENERAL PHYSICS ...  ","2017-12-10 10:15:40","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1755","I liked a @YouTube video  ","2017-12-10 09:34:48","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1756","RT @monicazyoung: You can afford to give your whole family the lastest smartphone with Sprint at Best Buy. (The gift of awesome gifts for t","2017-12-10 09:16:08","TRUE","54","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1757","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-10 09:03:06","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",FALSE
"1758","Im in the running to win a Samsung Galaxy S8 thanks to @Uptodown_EN and @WPS_Office WPSuptodownS8  ","2017-12-10 08:33:43","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1759","My Phone So Shity, Because It Samsung Galaxy S5, I Want The Upgrade!","2017-12-10 07:47:06","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1760","Samsung Galaxy White conquers, secures League of Legends 2014 Championship in Seoul - Neoseeker  ","2017-12-10 06:59:40","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1761","Celebrating our official Launch on Android! We are giving away three (3) Samsung Galaxy S8 smartphones! Simply Down  ","2017-12-10 04:14:51","FALSE","1","5","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1762","Samsung Galaxy S9 Official Cases Leaked,

We are expecting to seethe new Samsung Galaxy S9 and Galaxy S9 Plus at M  ","2017-12-10 04:00:51","FALSE","0","0","-1","Samsung Galaxy","Los Angeles","USA",FALSE
"1763","Samsung galaxy note 8 Giveaway!!!  ","2017-12-10 03:45:20","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1764","@AaliyahLove69 Samsung galaxy note 8 is the best phone","2017-12-10 03:39:04","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1765","Basically, you'd be happy to have this in your @Samsung Galaxy S9 or @LG G7  ","2017-12-10 03:35:11","FALSE","0","1","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1766","Samsung Galaxy Note 8 review: A big phone with bigger expectations","2017-12-10 03:23:12","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1767","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-10 02:32:00","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",TRUE
"1768","Samsung Galaxy S9: Two New Confirmed Details That Bring An Edge To S9,

With just over a month or two before Samsu  ","2017-12-10 02:25:29","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1769","Samsung energy-harvesting clothes could charge your Galaxy S9.  ","2017-12-10 02:17:02","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1770","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-10 01:42:43","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1771","Samsung Galaxy Note 8 review: A big phone with bigger expectations","2017-12-10 01:39:12","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1772","Im in the running to win a Samsung Galaxy S8 thanks to @Uptodown_EN and @WPS_Office WPSuptodownS8  ","2017-12-10 01:14:37","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1773","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-10 00:43:41","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1774","Im in the running to win a Samsung Galaxy S8 thanks to @Uptodown_EN and @WPS_Office WPSuptodownS8  ","2017-12-09 23:41:37","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1775","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 23:41:31","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1776","iPhone 8 Vs. Samsung Galaxy Note - Which Camera Is Best?  ","2017-12-09 23:21:02","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1777","I liked a @YouTube video  ","2017-12-09 23:14:07","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1778","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 22:23:08","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1779","SelfieYourSelf: Selfie Stick Tripod with Bluetooth Remote for iphone 6 6s 7 plus Android Samsung Galaxy S7 S8 P  ","2017-12-09 22:08:15","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1780","RT @morewless: ad The holidays can be expensive but you can stretch your $ further by purchasing @Sprint devices at @Bestbuy. Everyone in","2017-12-09 22:06:09","TRUE","54","0","-1","Samsung Galaxy","Los Angeles","USA",TRUE
"1781","Samsung galaxy note 8 Giveaway!!!  ","2017-12-09 21:59:09","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1782","Multi-device, Multi-line plan ($22.50/mo for 4 lines) on the network at the best price  ad @sprint @bestbuy  ","2017-12-09 21:27:01","FALSE","0","1","1","Samsung Galaxy","Los Angeles","USA",FALSE
"1783","Samsung Galaxy CPR (702) 457-4000 5241 W Charleston Blvd, 89146  ","2017-12-09 21:00:32","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1784","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-09 20:46:29","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",TRUE
"1785","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-09 20:36:09","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",TRUE
"1786","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 19:40:20","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1787","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 19:26:45","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1788","RT @monicazyoung: You can afford to give your whole family the lastest smartphone with Sprint at Best Buy. (The gift of awesome gifts for t","2017-12-09 19:16:48","TRUE","54","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1789","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-09 18:49:23","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",TRUE
"1790","Samsung Galaxy Owner's Gift Guide.  ","2017-12-09 18:08:22","FALSE","0","0","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1791","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-09 18:00:25","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",TRUE
"1792","Galaxy S9: Samsungs 2018 Flagship Will Retain Its Awkward Rear Sensor, Just Not In The Way Users Think.  ","2017-12-09 18:00:21","FALSE","0","0","-1","Samsung Galaxy","Los Angeles","USA",FALSE
"1793","Galaxy X: Samsungs Alarmingly Ugly Patents Might Be Troublesome Amidst The Return Of Apples Design Chief.  ","2017-12-09 17:56:31","FALSE","0","0","-3","Samsung Galaxy","Los Angeles","USA",FALSE
"1794","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 17:51:18","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1795","RT @monicazyoung: You can afford to give your whole family the lastest smartphone with Sprint at Best Buy. (The gift of awesome gifts for t","2017-12-09 17:48:16","TRUE","54","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1796","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 17:46:27","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1797","Olixar Samsung Galaxy S8 / S8 Plus Front &amp; Back TPU Screen Protector Installation Guide  mobilecases  ","2017-12-09 17:30:09","FALSE","0","1","0","Samsung Galaxy","Los Angeles","USA",FALSE
"1798","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-09 17:21:36","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",TRUE
"1799","Im in the running to win a Samsung Galaxy S8 thanks to @Uptodown_EN and @WPS_Office WPSuptodownS8  ","2017-12-09 17:06:12","FALSE","0","0","1","Samsung Galaxy","Los Angeles","USA",TRUE
"1800","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 16:48:06","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1801","RT @babypyo: ad You can afford to give your whole family the latest smartphone with @Sprint at @BestBuy : Best Holiday Gift!  ","2017-12-09 16:39:29","TRUE","102","0","2","Samsung Galaxy","Los Angeles","USA",TRUE
"1802","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 16:32:30","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1803","RT @CHRISVOSS: Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 16:22:56","TRUE","23","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1804","RT @CHRISVOSS: Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 16:19:15","TRUE","23","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1805","RT @CHRISVOSS: Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 16:16:25","TRUE","23","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1806","RT @worldinfourdays: AD In need of a new device? .@BestBuy has the right phone at the right plan for the right price. Visit them today  ","2017-12-09 16:15:24","TRUE","32","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1807","RT @CHRISVOSS: Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 16:13:02","TRUE","23","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1808","RT @CHRISVOSS: Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 16:08:49","TRUE","23","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1809","RT @CHRISVOSS: Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 16:07:43","TRUE","23","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1810","RT @monicazyoung: You can afford to give your whole family the lastest smartphone with Sprint at Best Buy. (The gift of awesome gifts for t","2017-12-09 16:06:21","TRUE","54","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1811","RT @monicazyoung: You can afford to give your whole family the lastest smartphone with Sprint at Best Buy. (The gift of awesome gifts for t","2017-12-09 16:06:06","TRUE","54","0","3","Samsung Galaxy","Los Angeles","USA",TRUE
"1812","RT @CHRISVOSS: Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 16:01:28","TRUE","23","0","0","Samsung Galaxy","Los Angeles","USA",TRUE
"1813","Samsung Galaxy S8 Review AT&amp;T attmobilereview  ","2017-12-09 15:57:22","FALSE","23","14","0","Samsung Galaxy","Los Angeles","USA",TRUE
